,Drug,Gene,Symbol,coef,Method,Dataset
6023,YM-155,ENSG00000114315,HES1,-0.013545735518164636,Lasso,BeatAML
6024,YM-155,ENSG00000114841,DNAH1,0.032083680093199146,Lasso,BeatAML
6025,YM-155,ENSG00000121005,CRISPLD1,0.047782107993540955,Lasso,BeatAML
6026,YM-155,ENSG00000126391,FRMD8,0.026325679742763404,Lasso,BeatAML
6027,YM-155,ENSG00000130147,SH3BP4,-0.05542827445058667,Lasso,BeatAML
6028,YM-155,ENSG00000130702,LAMA5,0.027436685355120685,Lasso,BeatAML
6029,YM-155,ENSG00000130751,NPAS1,-0.04655198630619543,Lasso,BeatAML
6030,YM-155,ENSG00000134594,RAB33A,0.007024373177072077,Lasso,BeatAML
6031,YM-155,ENSG00000142046,TMEM91,0.029468136496431138,Lasso,BeatAML
6032,YM-155,ENSG00000160075,SSU72,-0.07938117423638037,Lasso,BeatAML
6033,YM-155,ENSG00000161944,ASGR2,-0.02170393229306534,Lasso,BeatAML
6034,YM-155,ENSG00000162543,UBXN10,-0.005436353619957335,Lasso,BeatAML
6035,YM-155,ENSG00000165272,AQP3,-0.02852484473714285,Lasso,BeatAML
6036,YM-155,ENSG00000168872,DDX19A,-0.004261685070449876,Lasso,BeatAML
6037,YM-155,ENSG00000170322,NFRKB,0.007060668551083793,Lasso,BeatAML
6038,YM-155,ENSG00000171792,RHNO1,-0.011110445445094028,Lasso,BeatAML
6039,YM-155,ENSG00000172123,SLFN12,0.050409297228567726,Lasso,BeatAML
6040,YM-155,ENSG00000175727,MLXIP,0.014675763297681433,Lasso,BeatAML
6041,YM-155,ENSG00000177873,ZNF619,0.011111541856321258,Lasso,BeatAML
6042,YM-155,ENSG00000181404,XXyac-YRM2039.2,0.029105612689855967,Lasso,BeatAML
6043,YM-155,ENSG00000182165,TP53TG1,0.04792167577692432,Lasso,BeatAML
6044,YM-155,ENSG00000183044,ABAT,0.00688789885613381,Lasso,BeatAML
6045,YM-155,ENSG00000185608,MRPL40,-0.040854930977374415,Lasso,BeatAML
6046,YM-155,ENSG00000185670,ZBTB3,0.010580725502266304,Lasso,BeatAML
6047,YM-155,ENSG00000186049,KRT73,0.02076314558765298,Lasso,BeatAML
6048,YM-155,ENSG00000196562,SULF2,-0.052702276750115726,Lasso,BeatAML
6049,YM-155,ENSG00000198835,GJC2,0.05678314886730381,Lasso,BeatAML
6050,YM-155,ENSG00000199753,SNORD104,0.08270637282171756,Lasso,BeatAML
6051,YM-155,ENSG00000210196,MT-TP,0.004156151792257261,Lasso,BeatAML
6052,YM-155,ENSG00000215915,ATAD3C,0.006300066920423743,Lasso,BeatAML
6053,YM-155,ENSG00000226942,IL9RP3,0.013084904602297841,Lasso,BeatAML
6054,YM-155,ENSG00000227799,AC012358.4,0.022400574763574346,Lasso,BeatAML
6055,YM-155,ENSG00000230438,RP11-420G6.4,0.026318495585381532,Lasso,BeatAML
6056,YM-155,ENSG00000234465,PINLYP,0.020219239644184085,Lasso,BeatAML
6057,YM-155,ENSG00000235084,CHCHD2P6,-0.016322797898928987,Lasso,BeatAML
6058,YM-155,ENSG00000237037,NDUFA6-AS1,0.002411900480318506,Lasso,BeatAML
6059,YM-155,ENSG00000250131,RP11-130F10.1,0.022868837353989528,Lasso,BeatAML
6060,YM-155,ENSG00000251451,GS1-124K5.6,0.022535799098315473,Lasso,BeatAML
6061,YM-155,ENSG00000254272,RP11-382J24.2,-0.004726218591080866,Lasso,BeatAML
6062,YM-155,ENSG00000254319,RP11-134O21.1,0.01026651251975317,Lasso,BeatAML
6063,YM-155,ENSG00000255103,KIAA0754,0.012601377165248662,Lasso,BeatAML
6064,YM-155,ENSG00000257315,ZBED6,0.0011026604840997936,Lasso,BeatAML
6065,YM-155,ENSG00000261783,RP11-252K23.2,-0.049843006431047394,Lasso,BeatAML
6066,YM-155,ENSG00000268568,AC007228.9,0.022004519481348808,Lasso,BeatAML
6067,YM-155,ENSG00000269934,RP5-1139B12.3,0.0032199872755799353,Lasso,BeatAML
6068,YM-155,ENSG00000272767,JMJD1C-AS1,-0.016771132772393397,Lasso,BeatAML
6069,YM-155,YM-155_RSS,YM-155_RSS,169.34927951428736,Lasso,BeatAML
6070,YM-155,YM-155_intercept,YM-155_intercept,-0.019000289841712835,Lasso,BeatAML
6071,Imatinib,ENSG00000003509,NDUFAF7,-0.00636791233717423,Lasso,BeatAML
6072,Imatinib,ENSG00000006831,ADIPOR2,0.044865075515671454,Lasso,BeatAML
6073,Imatinib,ENSG00000041802,LSG1,-0.0044308013398561144,Lasso,BeatAML
6074,Imatinib,ENSG00000088992,TESC,0.03578866475858027,Lasso,BeatAML
6075,Imatinib,ENSG00000095303,PTGS1,0.03406317764137356,Lasso,BeatAML
6076,Imatinib,ENSG00000101104,PABPC1L,-0.01186492937366168,Lasso,BeatAML
6077,Imatinib,ENSG00000102043,MTMR8,0.006582013656825801,Lasso,BeatAML
6078,Imatinib,ENSG00000104728,ARHGEF10,0.006874279848931386,Lasso,BeatAML
6079,Imatinib,ENSG00000116885,OSCP1,-0.012420859167804476,Lasso,BeatAML
6080,Imatinib,ENSG00000119782,FKBP1B,0.008275069009075287,Lasso,BeatAML
6081,Imatinib,ENSG00000120833,SOCS2,-0.022870771838642872,Lasso,BeatAML
6082,Imatinib,ENSG00000120899,PTK2B,0.011509123960159628,Lasso,BeatAML
6083,Imatinib,ENSG00000127663,KDM4B,0.012353000063443205,Lasso,BeatAML
6084,Imatinib,ENSG00000130202,PVRL2,0.06244195367619014,Lasso,BeatAML
6085,Imatinib,ENSG00000130640,TUBGCP2,-0.0007817717977107938,Lasso,BeatAML
6086,Imatinib,ENSG00000136732,GYPC,0.005527782600204189,Lasso,BeatAML
6087,Imatinib,ENSG00000139679,LPAR6,-0.07882186387382066,Lasso,BeatAML
6088,Imatinib,ENSG00000143434,SEMA6C,0.016066045577899524,Lasso,BeatAML
6089,Imatinib,ENSG00000145730,PAM,0.0036959825171813533,Lasso,BeatAML
6090,Imatinib,ENSG00000147164,SNX12,0.0023419532190797573,Lasso,BeatAML
6091,Imatinib,ENSG00000150540,HNMT,-0.014917111269926073,Lasso,BeatAML
6092,Imatinib,ENSG00000151135,C12orf23,-0.0027742486004079213,Lasso,BeatAML
6093,Imatinib,ENSG00000152580,IGSF10,-0.030728841600651157,Lasso,BeatAML
6094,Imatinib,ENSG00000161791,FMNL3,0.030386637066222695,Lasso,BeatAML
6095,Imatinib,ENSG00000162066,AMDHD2,0.0362795260971807,Lasso,BeatAML
6096,Imatinib,ENSG00000162601,MYSM1,-0.05248172777800708,Lasso,BeatAML
6097,Imatinib,ENSG00000164346,NSA2,-0.00889971358130653,Lasso,BeatAML
6098,Imatinib,ENSG00000165449,SLC16A9,0.01650981484846468,Lasso,BeatAML
6099,Imatinib,ENSG00000166289,PLEKHF1,0.0010619850618673661,Lasso,BeatAML
6100,Imatinib,ENSG00000170322,NFRKB,0.012680701409297251,Lasso,BeatAML
6101,Imatinib,ENSG00000170340,B3GNT2,0.003261322912852921,Lasso,BeatAML
6102,Imatinib,ENSG00000172428,MYEOV2,-0.006059356268415507,Lasso,BeatAML
6103,Imatinib,ENSG00000175283,DOLK,0.01642384326206814,Lasso,BeatAML
6104,Imatinib,ENSG00000176681,LRRC37A,-0.05148690517684893,Lasso,BeatAML
6105,Imatinib,ENSG00000178234,GALNT11,0.0091772612987406,Lasso,BeatAML
6106,Imatinib,ENSG00000184702,SEPT5,0.019407167250805456,Lasso,BeatAML
6107,Imatinib,ENSG00000185100,ADSSL1,0.023524634454462384,Lasso,BeatAML
6108,Imatinib,ENSG00000185482,STAC3,-0.01590189759017048,Lasso,BeatAML
6109,Imatinib,ENSG00000189350,FAM179A,-0.024518456945469034,Lasso,BeatAML
6110,Imatinib,ENSG00000197044,ZNF441,0.03672392135971379,Lasso,BeatAML
6111,Imatinib,ENSG00000198342,ZNF442,0.000553428267311745,Lasso,BeatAML
6112,Imatinib,ENSG00000198886,MT-ND4,-0.004982431688814108,Lasso,BeatAML
6113,Imatinib,ENSG00000199133,MIRLET7D,2.1387453730025106e-05,Lasso,BeatAML
6114,Imatinib,ENSG00000204252,HLA-DOA,-0.004458366773748118,Lasso,BeatAML
6115,Imatinib,ENSG00000214896,RPSAP55,-0.0034339940341781656,Lasso,BeatAML
6116,Imatinib,ENSG00000215571,GRK6P1,0.03109660440483313,Lasso,BeatAML
6117,Imatinib,ENSG00000224882,IKBKGP1,0.011194911407972827,Lasso,BeatAML
6118,Imatinib,ENSG00000231027,AC079325.6,-0.000908769945998604,Lasso,BeatAML
6119,Imatinib,ENSG00000232561,GTF2IP1,0.0010685743169220473,Lasso,BeatAML
6120,Imatinib,ENSG00000233922,AL133493.2,0.009822671065810694,Lasso,BeatAML
6121,Imatinib,ENSG00000241335,RNA5-8S5,0.011386676743015854,Lasso,BeatAML
6122,Imatinib,ENSG00000254719,RP11-351I24.3,0.012796602422670987,Lasso,BeatAML
6123,Imatinib,ENSG00000257702,LBX2-AS1,0.02485652608136996,Lasso,BeatAML
6124,Imatinib,ENSG00000259001,RPPH1,-0.003980065491592596,Lasso,BeatAML
6125,Imatinib,ENSG00000264063,MIR3687,0.01612274198555519,Lasso,BeatAML
6126,Imatinib,ENSG00000264281,CTD-2031P19.4,-0.024727896061982668,Lasso,BeatAML
6127,Imatinib,ENSG00000268568,AC007228.9,0.07874966742971963,Lasso,BeatAML
6128,Imatinib,ENSG00000271644,RP3-365I19.2,0.007938644065456617,Lasso,BeatAML
6129,Imatinib,Imatinib_RSS,Imatinib_RSS,223.9806728258496,Lasso,BeatAML
6130,Imatinib,Imatinib_intercept,Imatinib_intercept,-0.00848207697528033,Lasso,BeatAML
6131,Cediranib (AZD2171),ENSG00000065833,ME1,-0.02382340262095759,Lasso,BeatAML
6132,Cediranib (AZD2171),ENSG00000073803,MAP3K13,0.012088814850676444,Lasso,BeatAML
6133,Cediranib (AZD2171),ENSG00000095739,BAMBI,0.014636776302874957,Lasso,BeatAML
6134,Cediranib (AZD2171),ENSG00000100079,LGALS2,-0.11024261184989519,Lasso,BeatAML
6135,Cediranib (AZD2171),ENSG00000101017,CD40,-0.0036936678605532782,Lasso,BeatAML
6136,Cediranib (AZD2171),ENSG00000101335,MYL9,0.00599841323305899,Lasso,BeatAML
6137,Cediranib (AZD2171),ENSG00000102043,MTMR8,0.015404735584106112,Lasso,BeatAML
6138,Cediranib (AZD2171),ENSG00000102595,UGGT2,0.000693779979852268,Lasso,BeatAML
6139,Cediranib (AZD2171),ENSG00000105974,CAV1,0.05233330678956296,Lasso,BeatAML
6140,Cediranib (AZD2171),ENSG00000108654,DDX5,0.01704362133156556,Lasso,BeatAML
6141,Cediranib (AZD2171),ENSG00000113721,PDGFRB,-0.05072002983940055,Lasso,BeatAML
6142,Cediranib (AZD2171),ENSG00000124151,NCOA3,-0.00725616021689663,Lasso,BeatAML
6143,Cediranib (AZD2171),ENSG00000130748,TMEM160,-0.005344779501133572,Lasso,BeatAML
6144,Cediranib (AZD2171),ENSG00000132329,RAMP1,0.006726494771019625,Lasso,BeatAML
6145,Cediranib (AZD2171),ENSG00000134594,RAB33A,0.0006888971428397119,Lasso,BeatAML
6146,Cediranib (AZD2171),ENSG00000135052,GOLM1,0.006017288098475441,Lasso,BeatAML
6147,Cediranib (AZD2171),ENSG00000136305,CIDEB,0.0029042378732896637,Lasso,BeatAML
6148,Cediranib (AZD2171),ENSG00000136830,FAM129B,-0.03011275615352935,Lasso,BeatAML
6149,Cediranib (AZD2171),ENSG00000144407,PTH2R,-0.00016738386339883258,Lasso,BeatAML
6150,Cediranib (AZD2171),ENSG00000155465,SLC7A7,-0.02893833409916283,Lasso,BeatAML
6151,Cediranib (AZD2171),ENSG00000163430,FSTL1,0.0031378947885422046,Lasso,BeatAML
6152,Cediranib (AZD2171),ENSG00000165457,FOLR2,-0.03825817092234938,Lasso,BeatAML
6153,Cediranib (AZD2171),ENSG00000168958,MFF,0.0308223426843512,Lasso,BeatAML
6154,Cediranib (AZD2171),ENSG00000169100,SLC25A6,-0.002057685715219738,Lasso,BeatAML
6155,Cediranib (AZD2171),ENSG00000170322,NFRKB,0.0029341419552027224,Lasso,BeatAML
6156,Cediranib (AZD2171),ENSG00000170627,GTSF1,-0.0492016229338689,Lasso,BeatAML
6157,Cediranib (AZD2171),ENSG00000171488,LRRC8C,-0.03589280209642918,Lasso,BeatAML
6158,Cediranib (AZD2171),ENSG00000175866,BAIAP2,-0.011880768577174667,Lasso,BeatAML
6159,Cediranib (AZD2171),ENSG00000180263,FGD6,-0.060770021464771784,Lasso,BeatAML
6160,Cediranib (AZD2171),ENSG00000187134,AKR1C1,-0.018106806597175007,Lasso,BeatAML
6161,Cediranib (AZD2171),ENSG00000188004,C1orf204,0.017077679192950616,Lasso,BeatAML
6162,Cediranib (AZD2171),ENSG00000189269,C22orf43,0.043689963925441985,Lasso,BeatAML
6163,Cediranib (AZD2171),ENSG00000196628,TCF4,-0.012991707234075445,Lasso,BeatAML
6164,Cediranib (AZD2171),ENSG00000197969,VPS13A,0.0030330957410100736,Lasso,BeatAML
6165,Cediranib (AZD2171),ENSG00000205250,E2F4,-0.030733414823523604,Lasso,BeatAML
6166,Cediranib (AZD2171),ENSG00000211721,TRBV6-5,0.019357357688503895,Lasso,BeatAML
6167,Cediranib (AZD2171),ENSG00000211935,IGHV1-3,0.05692754406310802,Lasso,BeatAML
6168,Cediranib (AZD2171),ENSG00000213613,RP11-380G5.3,-0.04370649802438968,Lasso,BeatAML
6169,Cediranib (AZD2171),ENSG00000222375,RN7SKP127,0.029917325916707618,Lasso,BeatAML
6170,Cediranib (AZD2171),ENSG00000224882,IKBKGP1,0.0013671166450924905,Lasso,BeatAML
6171,Cediranib (AZD2171),ENSG00000225761,RP11-417O11.5,0.007906025251874317,Lasso,BeatAML
6172,Cediranib (AZD2171),ENSG00000226278,PSPHP1,-0.05221317852446269,Lasso,BeatAML
6173,Cediranib (AZD2171),ENSG00000227765,RP11-162O12.2,0.006774768679228406,Lasso,BeatAML
6174,Cediranib (AZD2171),ENSG00000231535,LINC00278,-0.007700648327134369,Lasso,BeatAML
6175,Cediranib (AZD2171),ENSG00000233369,RP11-396K3.1,0.008261954368172028,Lasso,BeatAML
6176,Cediranib (AZD2171),ENSG00000234719,RP11-166B2.1,0.0036741639720189634,Lasso,BeatAML
6177,Cediranib (AZD2171),ENSG00000250312,ZNF718,0.029484278389925508,Lasso,BeatAML
6178,Cediranib (AZD2171),ENSG00000256006,AC084117.3,0.004769753069103617,Lasso,BeatAML
6179,Cediranib (AZD2171),ENSG00000256091,RP11-627G1.1,0.023665045709313236,Lasso,BeatAML
6180,Cediranib (AZD2171),ENSG00000260197,RP11-424G14.1,-0.03402314486491573,Lasso,BeatAML
6181,Cediranib (AZD2171),ENSG00000261845,RP13-638C3.4,0.010948744027987572,Lasso,BeatAML
6182,Cediranib (AZD2171),ENSG00000265452,MIR3682,-0.002702202189932699,Lasso,BeatAML
6183,Cediranib (AZD2171),ENSG00000267064,UXT-AS1,0.00680068322229317,Lasso,BeatAML
6184,Cediranib (AZD2171),ENSG00000267598,CTC-250I14.6,0.09902797481050396,Lasso,BeatAML
6185,Cediranib (AZD2171),ENSG00000268568,AC007228.9,0.0564875516581665,Lasso,BeatAML
6186,Cediranib (AZD2171),ENSG00000272690,RP11-803B1.8,0.010140527457835773,Lasso,BeatAML
6187,Cediranib (AZD2171),Cediranib (AZD2171)_RSS,Cediranib (AZD2171)_RSS,167.0312306360639,Lasso,BeatAML
6188,Cediranib (AZD2171),Cediranib (AZD2171)_intercept,Cediranib (AZD2171)_intercept,0.004268248047770813,Lasso,BeatAML
6189,Lovastatin,ENSG00000051596,THOC3,0.028064863005168812,Lasso,BeatAML
6190,Lovastatin,ENSG00000072864,NDE1,-0.06612388979625967,Lasso,BeatAML
6191,Lovastatin,ENSG00000090104,RGS1,0.03494370727735939,Lasso,BeatAML
6192,Lovastatin,ENSG00000090776,EFNB1,-0.09513293322113237,Lasso,BeatAML
6193,Lovastatin,ENSG00000101190,TCFL5,-0.08903096188608567,Lasso,BeatAML
6194,Lovastatin,ENSG00000103942,HOMER2,-0.06731961024284082,Lasso,BeatAML
6195,Lovastatin,ENSG00000105556,MIER2,0.017779301739013594,Lasso,BeatAML
6196,Lovastatin,ENSG00000121210,KIAA0922,-0.017969662239225512,Lasso,BeatAML
6197,Lovastatin,ENSG00000126467,TSKS,-0.02232845625482048,Lasso,BeatAML
6198,Lovastatin,ENSG00000129194,SOX15,-0.03083679626122622,Lasso,BeatAML
6199,Lovastatin,ENSG00000142173,COL6A2,-0.009793334363804296,Lasso,BeatAML
6200,Lovastatin,ENSG00000145476,CYP4V2,0.03353367490696593,Lasso,BeatAML
6201,Lovastatin,ENSG00000152270,PDE3B,-0.02937818976542332,Lasso,BeatAML
6202,Lovastatin,ENSG00000156265,MAP3K7CL,-0.04004563280151264,Lasso,BeatAML
6203,Lovastatin,ENSG00000163734,CXCL3,0.0020462002108573257,Lasso,BeatAML
6204,Lovastatin,ENSG00000164040,PGRMC2,0.015370952813615323,Lasso,BeatAML
6205,Lovastatin,ENSG00000165169,DYNLT3,0.05701545320198765,Lasso,BeatAML
6206,Lovastatin,ENSG00000172375,C2CD2L,-0.03875047840395014,Lasso,BeatAML
6207,Lovastatin,ENSG00000172716,SLFN11,0.00029392247476096574,Lasso,BeatAML
6208,Lovastatin,ENSG00000174943,KCTD13,-0.0225397709400023,Lasso,BeatAML
6209,Lovastatin,ENSG00000178307,TMEM11,0.022526929632873744,Lasso,BeatAML
6210,Lovastatin,ENSG00000181026,AEN,0.158742722935552,Lasso,BeatAML
6211,Lovastatin,ENSG00000184887,BTBD6,0.0037067397882656955,Lasso,BeatAML
6212,Lovastatin,ENSG00000186446,ZNF501,0.002068428045514783,Lasso,BeatAML
6213,Lovastatin,ENSG00000186767,SPIN4,0.016775188685549024,Lasso,BeatAML
6214,Lovastatin,ENSG00000189241,TSPYL1,0.010583099793314992,Lasso,BeatAML
6215,Lovastatin,ENSG00000202198,RN7SK,-0.07021709167074427,Lasso,BeatAML
6216,Lovastatin,ENSG00000203799,CCDC162P,0.0006346368902433472,Lasso,BeatAML
6217,Lovastatin,ENSG00000204622,HLA-J,0.08167359626302673,Lasso,BeatAML
6218,Lovastatin,ENSG00000219391,AC019129.1,-0.012927595921853781,Lasso,BeatAML
6219,Lovastatin,ENSG00000222894,AL662800.1,-0.10930313734782098,Lasso,BeatAML
6220,Lovastatin,ENSG00000225489,RP11-390F4.3,0.05460254071033906,Lasso,BeatAML
6221,Lovastatin,ENSG00000226309,SMARCE1P2,-0.02218976763239003,Lasso,BeatAML
6222,Lovastatin,ENSG00000228415,PTMAP1,-0.009367204732109152,Lasso,BeatAML
6223,Lovastatin,ENSG00000229897,SEPT7P7,-0.04307165261523825,Lasso,BeatAML
6224,Lovastatin,ENSG00000230513,THAP7-AS1,0.023523595202223354,Lasso,BeatAML
6225,Lovastatin,ENSG00000230724,LINC01001,-0.00808684829316781,Lasso,BeatAML
6226,Lovastatin,ENSG00000232336,RP11-782C8.3,-0.03239358301541636,Lasso,BeatAML
6227,Lovastatin,ENSG00000232412,RP1-315G1.3,0.03567946819454528,Lasso,BeatAML
6228,Lovastatin,ENSG00000234160,RP11-613M10.6,0.011601276844811237,Lasso,BeatAML
6229,Lovastatin,ENSG00000235605,RP5-827C21.1,0.0034275947080559346,Lasso,BeatAML
6230,Lovastatin,ENSG00000235776,AC000089.3,-0.11111715422235587,Lasso,BeatAML
6231,Lovastatin,ENSG00000236582,PRPF38AP2,-0.015157887631843342,Lasso,BeatAML
6232,Lovastatin,ENSG00000237748,UQCRBP1,0.16438158922589602,Lasso,BeatAML
6233,Lovastatin,ENSG00000248099,INSL3,-0.01010563386237631,Lasso,BeatAML
6234,Lovastatin,ENSG00000253210,RP11-809O17.1,-0.00246669511855804,Lasso,BeatAML
6235,Lovastatin,ENSG00000254459,RP11-91P24.7,-0.0003493994503677451,Lasso,BeatAML
6236,Lovastatin,ENSG00000255529,POLR2M,0.0028623520539953645,Lasso,BeatAML
6237,Lovastatin,ENSG00000256073,C21orf119,-0.05749727878145268,Lasso,BeatAML
6238,Lovastatin,ENSG00000261770,CTC-459F4.1,-0.020185687918808544,Lasso,BeatAML
6239,Lovastatin,ENSG00000262528,LA16c-349E10.1,-0.02486704540080324,Lasso,BeatAML
6240,Lovastatin,ENSG00000262877,RP11-1055B8.4,-0.015825215885497,Lasso,BeatAML
6241,Lovastatin,ENSG00000270135,RP11-362K14.7,-0.03094009907638499,Lasso,BeatAML
6242,Lovastatin,ENSG00000272060,RNA18S5,-0.013424726924674212,Lasso,BeatAML
6243,Lovastatin,ENSG00000273156,RP11-127B20.2,-0.08809351113697968,Lasso,BeatAML
6244,Lovastatin,Lovastatin_RSS,Lovastatin_RSS,28.76220725971781,Lasso,BeatAML
6245,Lovastatin,Lovastatin_intercept,Lovastatin_intercept,0.023321801435233627,Lasso,BeatAML
6246,Afatinib (BIBW-2992),ENSG00000008838,MED24,-0.018779137062045835,Lasso,BeatAML
6247,Afatinib (BIBW-2992),ENSG00000012817,KDM5D,-0.07109378358054404,Lasso,BeatAML
6248,Afatinib (BIBW-2992),ENSG00000021776,AQR,0.029941243988547674,Lasso,BeatAML
6249,Afatinib (BIBW-2992),ENSG00000042980,ADAM28,-0.029991226492321648,Lasso,BeatAML
6250,Afatinib (BIBW-2992),ENSG00000058091,CDK14,-0.027513403576948838,Lasso,BeatAML
6251,Afatinib (BIBW-2992),ENSG00000066294,CD84,-0.009566517724503244,Lasso,BeatAML
6252,Afatinib (BIBW-2992),ENSG00000069345,DNAJA2,0.008284160193023797,Lasso,BeatAML
6253,Afatinib (BIBW-2992),ENSG00000072803,FBXW11,0.0025786698422304295,Lasso,BeatAML
6254,Afatinib (BIBW-2992),ENSG00000102043,MTMR8,0.0323876547778397,Lasso,BeatAML
6255,Afatinib (BIBW-2992),ENSG00000102575,ACP5,0.005839046810432539,Lasso,BeatAML
6256,Afatinib (BIBW-2992),ENSG00000105146,AURKC,0.02738053540719577,Lasso,BeatAML
6257,Afatinib (BIBW-2992),ENSG00000110063,DCPS,-0.052979883992731305,Lasso,BeatAML
6258,Afatinib (BIBW-2992),ENSG00000114107,CEP70,-0.01329966653352969,Lasso,BeatAML
6259,Afatinib (BIBW-2992),ENSG00000115896,PLCL1,0.016521939600980032,Lasso,BeatAML
6260,Afatinib (BIBW-2992),ENSG00000117242,PINK1-AS,0.008137517091236134,Lasso,BeatAML
6261,Afatinib (BIBW-2992),ENSG00000120963,ZNF706,0.006946203492373068,Lasso,BeatAML
6262,Afatinib (BIBW-2992),ENSG00000121417,ZNF211,0.013030625720462123,Lasso,BeatAML
6263,Afatinib (BIBW-2992),ENSG00000122642,FKBP9,0.008484308371172382,Lasso,BeatAML
6264,Afatinib (BIBW-2992),ENSG00000124019,FAM124B,-0.04630283989107825,Lasso,BeatAML
6265,Afatinib (BIBW-2992),ENSG00000125430,HS3ST3B1,-0.006366641184383614,Lasso,BeatAML
6266,Afatinib (BIBW-2992),ENSG00000127947,PTPN12,0.015322413942307874,Lasso,BeatAML
6267,Afatinib (BIBW-2992),ENSG00000135336,ORC3,0.006427409058914482,Lasso,BeatAML
6268,Afatinib (BIBW-2992),ENSG00000135929,CYP27A1,0.038448624938592496,Lasso,BeatAML
6269,Afatinib (BIBW-2992),ENSG00000142606,MMEL1,0.02197877281585508,Lasso,BeatAML
6270,Afatinib (BIBW-2992),ENSG00000150938,CRIM1,-0.014870331463131235,Lasso,BeatAML
6271,Afatinib (BIBW-2992),ENSG00000160352,ZNF714,-0.05864090599460797,Lasso,BeatAML
6272,Afatinib (BIBW-2992),ENSG00000166145,SPINT1,-0.0047905264333543375,Lasso,BeatAML
6273,Afatinib (BIBW-2992),ENSG00000174109,C16orf91,0.012332100973459197,Lasso,BeatAML
6274,Afatinib (BIBW-2992),ENSG00000179604,CDC42EP4,0.004728945148294753,Lasso,BeatAML
6275,Afatinib (BIBW-2992),ENSG00000181192,DHTKD1,-0.009211839838358726,Lasso,BeatAML
6276,Afatinib (BIBW-2992),ENSG00000196653,ZNF502,7.240161468149304e-05,Lasso,BeatAML
6277,Afatinib (BIBW-2992),ENSG00000198959,TGM2,0.011652523155117365,Lasso,BeatAML
6278,Afatinib (BIBW-2992),ENSG00000213216,RP11-355O1.7,0.013161143212892468,Lasso,BeatAML
6279,Afatinib (BIBW-2992),ENSG00000223648,IGHV3-64,0.020301302888696186,Lasso,BeatAML
6280,Afatinib (BIBW-2992),ENSG00000223969,AC002456.2,-0.035518733426961005,Lasso,BeatAML
6281,Afatinib (BIBW-2992),ENSG00000224727,FCF1P7,-0.00688522987241688,Lasso,BeatAML
6282,Afatinib (BIBW-2992),ENSG00000225475,RP11-377K22.2,0.003704467936173236,Lasso,BeatAML
6283,Afatinib (BIBW-2992),ENSG00000225490,RP4-610C12.3,-0.002926793195804106,Lasso,BeatAML
6284,Afatinib (BIBW-2992),ENSG00000228253,MT-ATP8,-0.02051919429317429,Lasso,BeatAML
6285,Afatinib (BIBW-2992),ENSG00000230568,SF3A3P1,0.022945404443380123,Lasso,BeatAML
6286,Afatinib (BIBW-2992),ENSG00000230734,RPL10P3,0.04579060353245484,Lasso,BeatAML
6287,Afatinib (BIBW-2992),ENSG00000240225,ZNF542,0.03482973461030493,Lasso,BeatAML
6288,Afatinib (BIBW-2992),ENSG00000251596,HADHAP1,0.04344281496315231,Lasso,BeatAML
6289,Afatinib (BIBW-2992),ENSG00000251633,GYG1P1,0.018701513526080352,Lasso,BeatAML
6290,Afatinib (BIBW-2992),ENSG00000254760,CTD-2616J11.3,-0.04826236785000981,Lasso,BeatAML
6291,Afatinib (BIBW-2992),ENSG00000257752,RP11-474L23.3,-0.04289311308611839,Lasso,BeatAML
6292,Afatinib (BIBW-2992),ENSG00000258017,RP11-386G11.10,-0.012798368570814015,Lasso,BeatAML
6293,Afatinib (BIBW-2992),ENSG00000268568,AC007228.9,0.06833971915845354,Lasso,BeatAML
6294,Afatinib (BIBW-2992),ENSG00000272829,XXbac-B135H6.18,-0.005386631954758363,Lasso,BeatAML
6295,Afatinib (BIBW-2992),Afatinib (BIBW-2992)_RSS,Afatinib (BIBW-2992)_RSS,203.23317150256807,Lasso,BeatAML
6296,Afatinib (BIBW-2992),Afatinib (BIBW-2992)_intercept,Afatinib (BIBW-2992)_intercept,0.0013970248565710007,Lasso,BeatAML
6297,PD173955,ENSG00000042980,ADAM28,-0.0343197479791261,Lasso,BeatAML
6298,PD173955,ENSG00000064651,SLC12A2,-0.037608915679530154,Lasso,BeatAML
6299,PD173955,ENSG00000075240,GRAMD4,0.0040666557693856825,Lasso,BeatAML
6300,PD173955,ENSG00000092108,SCFD1,-0.01281716928403817,Lasso,BeatAML
6301,PD173955,ENSG00000099290,FAM21A,-0.016316099120586146,Lasso,BeatAML
6302,PD173955,ENSG00000108106,UBE2S,0.03967723422991536,Lasso,BeatAML
6303,PD173955,ENSG00000117602,RCAN3,-0.021918926960889627,Lasso,BeatAML
6304,PD173955,ENSG00000118785,SPP1,0.016238840437585302,Lasso,BeatAML
6305,PD173955,ENSG00000126368,NR1D1,-0.008332799606131456,Lasso,BeatAML
6306,PD173955,ENSG00000130202,PVRL2,0.006307300803029304,Lasso,BeatAML
6307,PD173955,ENSG00000132465,IGJ,-0.0206142376724517,Lasso,BeatAML
6308,PD173955,ENSG00000134460,IL2RA,-0.0039879515843453716,Lasso,BeatAML
6309,PD173955,ENSG00000136153,LMO7,0.00010866082400300504,Lasso,BeatAML
6310,PD173955,ENSG00000136193,SCRN1,-0.005578983107867418,Lasso,BeatAML
